Tester_ID,Module,Total_TestCases_Executed,Defects_Found,Defect_Severity_Avg,Automation_Coverage,Execution_Hours,Avg_Closure_Time
T205,Payments,83,16,1.1,74.5,102.6,14.11
T359,Reports,56,9,,64.3,28.0,11.29
T065,Orders,142,15,2.3,32.4,30.5,12.78
T387,Reports,57,6,3.2,16.6,77.4,7.35
T304,Reports,103,22,4.8,39.4,50.1,16.97
T342,Search,51,6,1.7,78.0,102.8,2.84
T428,Payments,75,11,2.7,67.3,102.8,11.63
T500,Payments,86,13,2.0,31.8,41.9,10.86
T102,Notifications,21,18,2.2,54.4,108.4,9.59
T452,Reports,96,13,1.6,64.4,53.2,11.25
T474,Reports,20,12,,73.1,45.5,9.36
T352,Orders,135,23,1.5,36.7,99.5,18.19
T138,Notifications,85,8,4.0,71.1,114.1,12.99
T056,Orders,69,4,4.6,33.7,85.0,13.57
T268,Reports,90,5,1.1,71.4,85.5,5.0
T084,Dashboard,99,2,4.0,97.5,35.7,12.37
T352,Inventory,112,7,3.6,29.2,27.6,4.52
T063,Payments,51,27,2.8,69.3,89.6,16.03
T465,Notifications,54,16,3.1,67.6,60.7,12.34
T272,Login,46,11,3.4,43.1,,10.2
T113,Inventory,130,25,4.4,11.7,118.2,16.37
T237,Reports,98,3,1.5,14.4,101.1,7.78
T306,Login,142,9,3.4,79.0,60.9,14.62
T022,Search,109,13,1.9,51.5,40.8,12.95
T244,Inventory,135,0,1.1,81.2,72.5,10.94
T050,Login,23,10,4.5,60.9,112.4,11.4
T360,Dashboard,22,18,2.5,52.4,48.6,9.63
T065,Login,73,6,2.1,56.9,111.4,11.28
T134,Payments,127,9,1.4,70.7,64.8,9.86
T366,Login,47,5,3.9,98.7,76.7,7.95
T083,Notifications,38,6,4.4,96.2,28.8,8.8
T159,Inventory,39,14,2.3,41.2,12.0,9.0
T319,Payments,91,6,2.7,66.1,28.0,3.77
T222,Dashboard,75,7,3.3,53.7,92.8,9.09
T050,Dashboard,108,17,3.1,22.9,94.9,10.92
T445,Search,106,28,3.4,63.6,52.7,19.31
T282,Reports,107,19,3.5,78.3,22.7,11.36
T368,Dashboard,145,10,3.3,88.7,50.0,14.47
T404,Payments,134,18,4.4,59.3,86.5,12.81
T164,Search,35,10,2.5,26.8,71.2,8.32
T323,Payments,24,10,1.3,12.7,104.9,6.28
T265,Orders,125,14,2.6,99.9,97.3,16.89
T315,Orders,76,13,1.1,48.7,91.3,4.52
T445,Login,52,25,3.3,59.1,,15.74
T241,Inventory,53,25,1.1,15.6,51.0,17.99
T403,Orders,103,0,5.0,25.7,50.9,12.49
T117,Inventory,120,9,3.0,66.9,114.5,11.95
T019,Reports,55,29,2.6,49.0,82.7,17.83
T283,Reports,53,3,,69.3,107.7,5.53
T485,Inventory,70,23,1.8,84.5,37.9,13.52
T342,Dashboard,140,3,3.3,57.0,16.2,8.73
T161,Search,126,10,4.8,70.7,66.8,12.64
T395,Search,22,8,4.0,56.1,112.9,5.57
T109,Search,122,2,1.7,68.9,68.1,9.36
T220,Dashboard,69,13,1.3,98.3,101.4,9.98
T074,Notifications,56,0,4.4,97.7,107.9,5.51
T040,Inventory,97,16,3.2,72.5,18.8,11.27
T208,Search,31,16,3.7,70.1,8.0,9.85
T410,Reports,97,0,2.1,42.7,85.2,4.93
T391,Dashboard,131,24,3.5,91.2,60.5,9.98
T398,Inventory,48,15,3.3,,12.3,10.42
T261,Search,136,3,1.1,45.0,39.0,9.21
T130,Orders,93,8,4.1,,89.5,9.13
T353,Dashboard,108,21,4.9,29.2,43.3,12.92
T369,Notifications,55,5,3.2,29.6,35.2,9.66
T188,Payments,51,11,4.2,78.6,92.3,12.13
T297,Dashboard,145,26,3.8,17.4,106.4,16.77
T177,Reports,44,4,1.2,72.3,25.3,6.07
T215,Notifications,134,21,3.9,63.7,7.7,13.87
T410,Login,91,0,3.3,27.4,11.3,4.0
T350,Search,120,15,2.3,24.4,69.2,12.66
T361,Inventory,26,11,3.2,92.3,61.2,7.95
T379,Dashboard,78,27,4.0,55.0,32.7,14.5
T122,Login,106,1,3.7,,95.2,8.99
T417,Login,132,25,2.5,55.8,10.8,14.87
T005,Payments,55,1,2.0,49.3,49.7,9.33
T451,Dashboard,137,7,1.1,70.7,33.4,12.82
T230,Dashboard,91,22,3.2,21.0,76.8,16.54
T432,Reports,141,17,3.4,75.5,30.6,12.38
T158,Inventory,87,18,1.5,34.9,74.4,10.12
T388,Payments,87,4,4.2,37.6,22.5,6.82
T422,Dashboard,107,3,2.6,76.6,19.4,8.29
T004,Dashboard,82,6,2.9,41.4,115.9,9.12
T124,Inventory,72,2,,21.0,43.8,7.11
T009,Payments,119,11,,82.6,57.5,9.93
T273,Orders,114,3,2.8,93.4,61.9,7.46
T184,Payments,105,22,3.0,59.6,34.4,15.01
T018,Login,42,13,1.2,,53.0,13.44
T148,Payments,112,26,2.7,80.1,24.9,16.84
T182,Notifications,73,19,1.6,85.4,34.0,8.94
T370,Inventory,65,13,2.9,93.4,19.1,8.93
T040,Reports,49,3,3.5,63.0,60.1,3.17
T361,Search,147,24,4.7,71.3,106.2,17.94
T038,Reports,127,5,4.9,62.4,39.3,4.04
T098,Login,86,23,2.4,38.8,24.6,9.13
T366,Inventory,106,8,3.0,88.8,51.4,11.5
T452,Dashboard,141,5,4.6,61.4,84.7,12.56
T020,Orders,51,6,3.9,81.0,84.6,8.52
T112,Inventory,30,14,1.4,66.2,105.9,8.74
T013,Reports,136,25,3.4,48.7,80.9,17.62
T244,Payments,82,12,4.3,17.5,9.6,15.54
T127,Reports,55,13,2.1,67.6,27.7,7.48
T208,Payments,21,1,2.5,64.4,40.3,4.55
T017,Notifications,100,28,4.1,94.1,97.1,17.94
T115,Login,89,21,2.6,11.0,84.4,13.24
T219,Notifications,48,18,4.5,19.2,17.5,15.65
T176,Search,63,16,1.6,44.2,36.7,7.94
T329,Inventory,41,10,3.5,35.7,93.5,9.68
T180,Payments,141,0,4.2,64.6,103.1,8.7
T175,Orders,84,25,3.0,32.6,18.2,13.75
T059,Dashboard,71,1,3.9,41.7,7.4,6.05
T207,Payments,85,8,3.1,67.1,24.4,7.3
T037,Notifications,70,11,2.5,,114.4,9.51
T484,Payments,106,11,3.9,28.3,73.0,9.79
T085,Login,58,20,1.2,55.1,84.3,11.12
T138,Dashboard,105,22,2.4,66.7,69.7,15.8
T424,Reports,21,10,3.4,61.7,,7.37
T399,Orders,24,20,2.4,68.1,37.2,11.18
T339,Inventory,96,11,2.3,28.9,104.1,7.17
T241,Notifications,136,4,4.9,67.7,17.0,10.4
T420,Reports,126,0,3.3,70.4,49.3,9.1
T227,Payments,145,11,3.4,74.6,77.1,10.78
T214,Reports,66,26,4.6,68.1,28.1,16.5
T403,Dashboard,29,1,1.9,62.0,22.2,7.86
T354,Reports,50,28,2.6,66.7,30.7,15.37
T106,Notifications,94,28,2.5,53.5,114.7,16.11
T195,Payments,36,12,3.3,23.2,103.2,6.56
T026,Login,46,20,3.8,93.0,54.5,9.99
T097,Login,145,9,4.9,63.4,81.0,16.64
T304,Dashboard,110,9,4.4,42.6,104.1,16.32
T302,Dashboard,122,23,1.2,87.5,65.0,9.99
T282,Orders,30,8,2.0,23.8,115.2,8.51
T303,Search,131,16,4.6,31.7,75.6,13.84
T419,Search,41,16,2.1,20.8,41.9,11.44
T264,Dashboard,148,3,1.3,54.1,56.5,6.94
T446,Orders,108,15,4.9,99.0,115.7,15.28
T321,Dashboard,83,24,4.7,97.4,74.0,15.88
T057,Dashboard,89,29,4.2,,59.7,18.42
T432,Dashboard,92,21,4.0,35.4,48.9,16.48
T263,Dashboard,37,26,2.1,36.3,20.8,9.07
T087,Orders,23,0,1.8,72.3,,1.0
T026,Payments,56,11,3.2,34.4,27.6,10.77
T426,Payments,23,3,4.0,27.1,91.4,8.14
T255,Notifications,34,11,1.4,50.3,9.9,7.48
T134,Notifications,140,6,3.2,94.4,14.2,10.88
T379,Orders,80,7,3.5,56.0,119.8,11.77
T491,Orders,87,12,1.1,31.3,54.5,8.86
T250,Notifications,44,12,3.0,25.0,75.6,10.51
T051,Notifications,134,15,1.3,56.5,86.3,13.28
T143,Notifications,34,10,3.0,64.8,6.2,5.88
T025,Orders,52,0,3.4,22.2,81.5,6.26
T355,Search,141,27,1.7,83.9,71.8,15.14
T094,Reports,52,13,2.9,,,10.42
T315,Payments,114,10,4.7,23.8,89.8,9.74
T304,Notifications,55,17,4.8,85.9,87.4,11.75
T168,Login,34,12,2.9,71.0,108.9,13.6
T119,Payments,104,10,1.0,37.8,43.9,7.92
T262,Orders,107,20,1.7,25.0,36.5,12.52
T293,Dashboard,75,29,4.0,66.6,79.2,15.98
T041,Inventory,149,0,2.1,27.5,116.2,9.03
T296,Dashboard,65,19,4.6,99.2,20.1,17.46
T150,Inventory,56,3,1.9,32.0,35.1,7.43
T234,Dashboard,111,7,3.0,92.2,45.6,7.94
T330,Payments,44,11,2.2,65.1,38.8,12.27
T205,Search,112,5,2.4,83.3,32.8,10.83
T078,Notifications,89,13,3.8,32.0,58.6,8.04
T174,Notifications,73,0,2.0,30.2,110.0,6.33
T233,Payments,130,2,4.9,78.0,19.4,4.44
T472,Inventory,94,27,4.6,90.9,116.5,20.93
T426,Login,103,26,3.0,58.1,91.7,19.7
T108,Login,145,13,2.6,76.7,50.6,11.73
T100,Orders,57,11,3.7,83.4,53.7,6.21
T202,Login,94,19,3.8,89.2,84.4,12.76
T222,Inventory,95,28,4.1,24.3,51.4,16.68
T495,Inventory,146,29,4.1,26.2,33.4,22.53
T358,Login,74,26,2.6,91.1,93.7,13.74
T410,Login,132,11,3.5,88.8,107.3,17.94
T026,Notifications,81,8,4.6,85.6,98.7,10.21
T073,Orders,69,1,3.6,61.2,45.3,4.77
T238,Search,68,7,4.3,27.0,66.3,8.3
T414,Notifications,20,14,3.5,93.6,55.8,8.19
T033,Dashboard,46,4,2.7,,34.4,3.95
T415,Orders,56,17,2.0,90.6,41.4,5.74
T078,Reports,113,16,3.9,35.8,57.9,13.1
T407,Search,133,8,4.4,12.0,71.5,15.6
T418,Login,56,24,1.5,37.6,97.3,49.189894587595155
T131,Search,126,20,3.1,18.7,104.2,12.89
T358,Dashboard,29,23,4.5,47.5,111.0,11.24
T123,Payments,84,12,1.0,44.4,39.0,14.73
T084,Search,84,11,2.5,68.5,88.5,9.08
T070,Notifications,137,11,1.4,49.7,22.2,10.5
T058,Login,47,16,4.8,17.0,80.3,10.15
T309,Search,62,24,3.7,92.2,62.4,11.63
T076,Payments,131,3,2.1,39.1,107.4,11.21
T326,Payments,143,17,4.8,51.7,63.1,16.84
T261,Login,36,8,3.0,83.4,119.6,5.43
T132,Payments,86,23,3.2,58.4,53.6,14.38
T036,Search,106,12,4.4,11.2,43.0,11.65
T132,Inventory,27,18,1.9,83.4,69.8,7.62
T316,Reports,81,10,2.0,18.5,59.9,6.95
T255,Login,71,12,2.1,99.4,38.1,10.15
T324,Notifications,69,12,3.7,18.4,9.5,11.67
T251,Orders,40,19,4.3,73.1,118.8,14.52
T029,Dashboard,126,2,4.3,85.9,45.4,7.59
T095,Login,144,13,3.2,71.4,84.4,15.54
T054,Inventory,115,24,1.3,29.3,97.0,15.54
T112,Payments,75,0,1.4,62.7,40.4,4.37
T128,Login,101,3,3.1,28.8,83.8,3.89
T009,Notifications,130,19,4.9,67.0,9.7,15.89
T129,Orders,39,0,2.3,62.4,90.0,5.45
T064,Search,20,22,1.1,15.0,111.2,9.36
T255,Orders,115,1,3.5,10.6,10.3,12.57
T494,Payments,121,26,3.2,67.2,60.7,20.23
T241,Orders,107,23,2.5,26.7,56.2,18.94
T376,Payments,87,11,4.1,45.6,99.0,13.55
T139,Search,67,7,2.4,68.2,49.0,12.18
T107,Dashboard,77,6,4.2,87.7,44.7,11.91
T026,Reports,39,27,3.0,31.8,84.2,17.19
T430,Dashboard,65,25,3.7,62.6,119.7,16.83
T049,Orders,81,4,1.2,44.4,62.1,5.89
T254,Payments,116,22,2.3,73.6,51.1,16.04
T354,Search,101,13,3.7,50.5,90.6,14.95
T326,Payments,130,0,2.0,13.4,36.0,5.21
T044,Payments,56,21,4.9,26.8,115.4,13.74
T299,Search,129,26,2.4,74.6,78.5,17.62
T193,Search,146,17,4.7,57.0,119.9,14.82
T025,Search,141,28,2.7,17.1,23.6,19.5
T382,Dashboard,79,23,1.1,21.3,51.9,11.77
T108,Login,116,12,3.9,84.1,110.2,13.37
T082,Login,118,16,2.1,42.0,73.2,9.88
T044,Payments,97,11,1.1,23.5,80.6,10.58
T376,Reports,118,11,4.6,93.2,5.3,13.3
T158,Payments,34,21,2.0,76.9,104.6,13.39
T182,Dashboard,71,22,3.7,96.7,23.7,13.56
T491,Orders,59,2,,44.8,80.2,6.0
T035,Dashboard,67,16,4.4,30.0,83.3,14.1
T256,Inventory,34,10,1.7,36.9,110.7,11.33
T213,Login,106,7,3.2,32.0,100.8,11.88
T217,Inventory,142,3,2.4,79.8,29.1,8.5
T173,Reports,128,7,,24.7,102.1,13.49
T023,Dashboard,139,12,2.8,29.2,29.4,9.45
T165,Reports,77,10,3.0,11.7,88.9,9.45
T164,Search,115,21,1.1,86.5,112.1,18.9
T435,Search,28,9,2.1,13.1,51.3,7.51
T454,Dashboard,130,20,,20.3,54.1,14.71
T371,Search,100,9,2.4,34.6,50.3,7.49
T303,Login,125,22,1.3,47.4,51.4,12.37
T362,Payments,55,26,3.8,68.3,19.7,15.87
T366,Notifications,147,28,2.8,30.1,10.1,23.26
T075,Inventory,102,5,2.1,54.8,29.9,6.65
T403,Payments,26,20,3.2,45.6,62.7,8.82
T196,Reports,63,28,2.9,57.6,33.8,19.35
T354,Login,127,29,3.2,33.4,80.7,23.25
T293,Payments,87,22,4.7,86.7,15.5,16.99
T053,Inventory,24,9,3.3,87.9,13.0,8.7
T438,Reports,20,10,3.2,16.6,69.0,4.47
T204,Payments,85,23,2.5,25.2,13.3,14.34
T125,Reports,48,12,2.2,92.0,92.0,10.81
T310,Login,94,19,3.1,42.1,68.7,16.45
T462,Login,148,2,4.2,11.1,98.2,13.32
T474,Dashboard,105,13,4.8,35.0,78.7,9.78
T216,Dashboard,145,11,4.8,18.9,71.1,9.25
T054,Dashboard,45,17,3.6,61.5,79.0,13.4
T361,Dashboard,84,7,4.5,97.0,10.5,7.3
T106,Inventory,40,18,3.3,22.5,95.4,11.82
T465,Inventory,112,26,1.9,,18.8,10.76
T296,Notifications,120,21,4.6,89.5,99.0,15.33
T286,Inventory,65,6,2.6,68.9,52.5,5.82
T166,Reports,126,14,,94.8,56.1,10.05
T313,Orders,48,3,3.4,14.6,93.5,2.31
T063,Notifications,53,29,2.4,74.5,50.6,16.01
T024,Inventory,82,6,2.7,13.7,101.9,6.67
T297,Dashboard,99,0,3.4,67.2,105.3,8.0
T064,Reports,99,13,1.6,82.0,87.3,6.9
T039,Reports,28,14,2.2,81.6,72.8,7.48
T241,Notifications,145,23,1.3,99.6,94.2,18.18
T470,Inventory,56,29,1.3,76.5,40.9,16.76
T251,Dashboard,91,21,1.9,93.0,32.7,11.07
T034,Inventory,117,29,4.9,23.2,77.5,19.9
T201,Payments,116,9,2.2,41.2,114.3,17.33
T005,Dashboard,84,17,3.3,54.3,58.3,12.28
T083,Payments,51,19,3.9,95.8,30.3,14.15
T476,Search,145,23,1.2,35.5,98.3,14.94
T160,Inventory,60,23,3.6,65.3,80.6,12.92
T044,Inventory,49,29,4.4,93.0,47.8,13.42
T479,Payments,96,15,3.4,65.0,101.1,12.69
T077,Reports,54,3,2.1,84.6,53.7,2.41
T230,Payments,43,9,3.6,67.0,91.3,5.8
T323,Notifications,79,9,2.3,12.8,23.6,9.87
T011,Notifications,74,28,4.3,48.5,25.0,20.24
T422,Notifications,140,5,2.7,88.5,116.3,8.81
T182,Search,136,17,1.2,59.3,9.5,12.02
T216,Reports,46,16,3.2,,79.5,6.75
T381,Dashboard,80,23,3.6,97.6,41.4,10.28
T135,Orders,65,20,3.8,71.3,29.8,14.59
T029,Search,132,9,3.8,68.1,34.4,13.18
T472,Notifications,107,17,2.9,93.5,87.3,13.11
T456,Orders,86,19,,26.2,63.4,16.14
T261,Orders,31,1,5.0,71.6,79.4,4.5
T491,Search,30,1,2.0,99.0,99.6,1.0
T196,Inventory,47,15,3.9,57.4,48.4,8.7
T238,Dashboard,30,5,1.9,88.2,54.8,1.0
T240,Payments,37,19,1.1,21.9,101.3,14.72
T245,Orders,139,12,4.6,88.3,27.9,12.46
T054,Reports,103,21,2.2,21.0,115.1,15.22
T452,Payments,33,3,4.9,86.6,98.9,10.74
T412,Login,146,11,4.0,37.6,48.5,12.84
T027,Reports,45,13,4.2,54.8,56.6,13.73
T488,Login,51,12,4.3,11.0,74.2,14.2
T262,Login,115,16,3.4,96.4,70.0,14.42
T405,Orders,128,1,4.3,67.0,80.4,10.04
T001,Payments,125,21,4.2,46.6,82.0,18.55
T180,Orders,86,3,4.6,27.5,88.1,9.51
T479,Dashboard,57,16,1.9,84.9,34.1,8.52
T217,Reports,145,27,3.5,80.0,31.6,16.48
T298,Notifications,110,3,3.0,73.1,45.8,12.2
T380,Login,76,0,2.9,56.4,39.7,7.49
T486,Reports,135,6,1.1,82.6,92.3,7.54
T475,Dashboard,41,1,3.6,33.9,64.3,4.33
T423,Orders,45,18,4.3,69.1,88.9,10.88
T206,Inventory,113,22,4.9,39.2,76.3,17.72
T377,Login,69,24,3.8,15.0,117.8,14.41
T381,Orders,102,27,3.4,66.5,89.8,16.64
T353,Payments,143,12,,35.8,96.4,8.23
T249,Search,74,1,1.1,52.9,47.6,1.0
T398,Login,110,0,1.3,62.5,118.2,6.65
T103,Dashboard,81,17,4.6,13.0,119.5,13.51
T311,Orders,89,27,1.6,33.9,59.0,16.47
T260,Payments,24,4,5.0,65.8,104.3,10.64
T374,Reports,102,6,4.6,97.9,26.3,9.27
T382,Search,62,3,2.9,66.4,68.7,10.27
T237,Reports,48,19,2.4,45.3,6.7,7.94
T394,Inventory,95,5,1.3,33.4,7.1,6.14
T129,Notifications,35,9,4.9,38.8,33.7,6.59
T359,Notifications,51,27,4.5,97.2,61.2,14.11
T116,Orders,49,0,3.6,94.7,92.3,8.29
T358,Reports,31,24,1.4,41.1,113.3,12.24
T023,Login,131,23,4.0,81.3,78.5,18.7
T413,Notifications,120,22,2.5,69.9,112.1,19.1
T119,Search,116,5,2.5,31.8,84.5,7.9
T472,Notifications,106,4,1.9,50.5,20.7,8.72
T494,Payments,116,19,2.8,53.7,106.7,13.91
T016,Inventory,98,13,2.1,37.7,28.8,12.11
T337,Login,39,16,1.6,86.6,11.5,8.48
T109,Payments,33,8,2.9,36.5,15.4,8.22
T370,Dashboard,51,8,2.6,10.9,44.4,7.73
T227,Inventory,75,20,1.7,70.6,49.0,11.3
T396,Reports,25,21,2.0,44.2,43.4,14.62
T272,Reports,133,4,4.3,66.2,66.4,13.61
T289,Reports,102,5,1.8,19.4,11.1,6.56
T054,Dashboard,86,9,1.5,91.6,54.1,8.34
T200,Inventory,115,0,1.1,18.4,106.3,7.42
T384,Notifications,59,5,1.1,88.0,25.5,6.22
T424,Payments,48,22,1.9,52.8,92.7,15.94
T133,Dashboard,137,9,4.4,16.3,23.9,11.44
T016,Dashboard,80,15,4.2,70.0,,17.41
T015,Payments,65,7,,65.4,79.5,8.5
T139,Inventory,89,12,1.6,68.7,79.5,10.82
T046,Login,24,28,2.9,81.6,113.8,16.15
T449,Payments,24,3,4.4,18.2,,6.31
T459,Inventory,129,9,2.6,12.2,116.6,12.7
T406,Login,88,27,4.7,48.4,79.4,15.14
T253,Login,107,17,4.1,34.2,29.4,11.34
T452,Inventory,101,4,4.5,76.4,118.7,11.03
T296,Dashboard,131,29,4.7,81.5,118.9,24.98
T038,Payments,147,29,3.8,40.8,65.0,17.23
T226,Dashboard,75,29,2.7,42.3,11.5,15.04
T234,Login,45,23,5.0,25.0,85.4,16.01
T415,Orders,34,5,1.3,62.5,119.0,8.47
T486,Notifications,127,3,3.0,24.7,41.2,8.25
T171,Notifications,102,23,1.5,46.5,32.1,14.24
T257,Orders,107,28,1.7,94.2,21.1,14.84
T291,Payments,75,17,4.5,89.7,114.9,11.46
T246,Dashboard,72,15,2.1,78.6,6.7,12.88
T142,Orders,147,19,3.5,29.5,13.1,18.33
T171,Search,121,4,3.3,52.5,99.6,7.0
T058,Payments,49,10,1.4,61.1,47.0,8.9
T346,Search,109,8,4.9,69.0,74.4,10.19
T452,Search,109,17,3.9,92.5,114.2,15.53
T091,Inventory,64,13,3.6,98.0,114.1,10.39
T113,Payments,49,22,,76.6,115.2,9.4
T219,Payments,140,23,4.2,64.2,117.9,20.74
T050,Inventory,60,11,2.3,97.4,17.9,8.36
T351,Login,138,27,4.1,19.6,60.8,24.0
T240,Login,135,19,2.9,,32.2,15.59
T288,Search,21,21,3.4,13.2,81.5,14.08
T031,Login,148,3,4.4,44.2,115.1,15.99
T483,Login,116,2,4.8,21.4,109.7,10.65
T324,Inventory,138,10,3.9,32.4,56.8,13.31
T121,Search,92,20,3.8,97.7,13.5,13.98
T143,Search,123,17,1.5,73.9,67.7,9.84
T200,Login,54,8,2.6,26.6,51.0,9.6
T312,Login,54,2,2.9,43.8,26.7,7.13
T012,Notifications,130,2,,27.1,23.6,9.6
T201,Inventory,109,15,3.7,76.3,31.7,11.46
T336,Inventory,145,13,3.6,55.4,47.5,11.07
T360,Login,75,10,4.6,95.5,28.2,9.02
T288,Orders,111,0,2.0,59.0,58.0,8.12
T296,Search,140,9,3.7,23.6,22.2,8.84
T131,Inventory,64,10,1.4,76.3,82.4,4.87
T414,Notifications,69,14,1.3,85.7,90.5,8.86
T304,Inventory,116,12,1.9,80.8,59.5,10.05
T086,Orders,57,19,,34.9,64.9,15.62
T129,Login,83,13,1.5,58.4,74.7,10.06
T270,Dashboard,144,21,4.3,32.6,5.3,12.79
T473,Search,149,29,1.3,58.5,87.3,18.7
T413,Search,34,25,2.2,11.5,59.4,12.39
T145,Dashboard,61,0,1.1,47.9,17.5,3.44
T166,Login,106,7,4.1,81.4,73.2,15.72
T284,Reports,86,9,1.3,57.7,101.1,4.01
T215,Payments,73,7,1.7,65.7,42.4,7.87
T124,Login,21,28,3.7,15.0,46.2,11.31
T392,Dashboard,51,16,2.3,10.8,84.3,12.78
T003,Payments,95,27,3.5,33.7,91.3,11.4
T349,Orders,61,10,4.5,55.1,109.1,9.28
T187,Search,84,17,1.8,37.8,80.9,14.2
T058,Notifications,58,20,2.3,54.9,49.8,6.89
T419,Notifications,144,6,3.9,30.4,116.2,9.3
T182,Search,144,9,3.3,88.4,10.6,13.71
T276,Inventory,71,17,2.2,86.4,108.6,12.56
T135,Inventory,69,24,4.8,60.1,62.6,16.85
T452,Reports,135,9,3.6,24.7,43.5,10.93
T376,Dashboard,50,26,4.3,55.3,,19.46
T124,Reports,90,15,2.8,22.5,35.5,10.86
T263,Notifications,42,8,1.7,16.0,53.4,7.79
T364,Reports,40,14,3.5,88.0,99.2,9.76
T015,Notifications,129,5,4.0,93.4,120.0,12.03
T140,Payments,21,0,4.9,41.8,51.6,8.49
T226,Reports,100,7,4.8,12.2,97.3,9.14
T183,Payments,74,13,1.1,19.2,119.7,8.26
T226,Orders,32,9,4.6,49.4,29.9,8.6
T035,Login,67,11,4.6,14.0,,8.01
T212,Inventory,140,21,3.8,88.2,106.1,18.48
T025,Login,110,5,3.4,14.4,92.0,13.28
T386,Payments,34,17,3.4,44.0,112.4,7.78
T075,Orders,149,16,4.8,49.1,9.3,17.37
T307,Search,83,8,4.8,86.3,23.5,9.74
T405,Reports,98,0,2.1,90.3,41.5,6.39
T053,Payments,70,5,1.8,,38.1,3.51
T296,Search,57,11,4.2,83.3,115.4,11.72
T433,Payments,83,2,4.1,26.2,20.0,6.08
T075,Login,68,2,3.3,24.0,43.9,8.35
T237,Login,34,23,1.3,83.8,5.8,9.5
T495,Inventory,54,3,5.0,17.8,47.7,5.97
T100,Dashboard,55,8,1.5,34.4,73.4,5.02
T344,Inventory,127,27,1.7,16.6,70.0,15.4
T393,Reports,103,1,1.7,98.7,76.6,3.03
T370,Login,43,13,3.1,90.6,108.8,7.87
T239,Dashboard,123,28,4.5,19.0,48.8,18.86
T297,Dashboard,71,26,3.8,49.3,109.7,14.53
T488,Payments,112,7,2.0,79.0,32.2,6.94
T365,Dashboard,143,18,1.6,73.5,93.1,12.72
T044,Orders,133,0,2.7,76.9,58.2,5.04
T356,Orders,143,20,2.6,71.5,101.9,14.63
T243,Inventory,101,19,4.1,,54.0,18.52
T313,Orders,115,21,1.9,80.1,74.6,17.48
T173,Dashboard,124,15,3.9,89.5,41.3,13.09
T449,Notifications,47,5,2.7,10.8,42.2,8.14
T322,Inventory,53,26,2.6,33.8,88.2,16.51
T298,Dashboard,120,9,3.2,,23.2,10.07
T235,Search,144,1,1.3,70.7,6.5,4.77
T358,Notifications,69,14,3.3,45.5,56.6,9.55
T448,Search,137,19,1.2,74.9,38.5,14.13
T304,Notifications,81,8,1.2,96.2,67.7,2.89
T414,Notifications,140,25,4.1,69.0,39.7,13.57
T460,Search,116,5,3.8,92.9,37.0,10.46
T392,Login,27,8,3.5,60.4,109.8,8.31
T375,Login,124,17,1.6,18.1,99.9,9.85
T468,Dashboard,54,15,1.2,29.8,40.6,10.72
T459,Orders,91,0,2.0,87.9,16.6,5.97
T194,Orders,141,21,1.7,58.4,10.5,11.78
T340,Search,142,12,3.6,67.6,23.8,13.28
T159,Inventory,58,28,3.6,48.3,16.0,11.45
T402,Login,87,23,5.0,97.8,67.9,17.57
T082,Payments,134,25,4.8,64.2,50.2,15.09
T396,Dashboard,118,16,3.2,92.0,9.6,9.25
T014,Orders,96,20,4.5,71.9,77.2,18.4
T284,Login,21,10,1.3,83.7,34.5,6.86
T497,Dashboard,27,7,4.1,67.0,86.4,9.47
T240,Search,98,29,4.1,25.1,25.1,21.69
T332,Search,147,28,4.9,64.7,115.4,20.52
T460,Notifications,68,1,3.7,78.5,83.5,5.78
T088,Payments,123,2,2.6,95.7,116.0,7.89
T379,Search,104,20,3.4,58.9,36.8,17.06
T324,Orders,119,13,1.6,30.4,110.8,11.83
T283,Reports,144,13,2.5,18.9,91.2,12.64
T091,Orders,107,27,4.7,17.7,43.5,19.81
T027,Reports,65,10,1.4,52.5,94.1,6.2
T200,Search,120,27,2.8,61.5,73.0,16.17
T306,Orders,34,23,3.6,30.2,53.4,13.01
T332,Notifications,44,7,4.3,61.2,18.1,13.42
T379,Reports,100,21,1.0,60.0,46.6,10.9
T214,Payments,138,18,1.4,72.7,,10.84
T444,Orders,43,9,,82.7,35.5,8.22
T181,Dashboard,31,13,3.2,35.8,118.2,8.97
T099,Payments,110,21,4.2,41.5,112.0,17.73
T209,Login,35,23,4.1,80.9,93.5,13.54
T365,Dashboard,50,29,3.0,69.7,58.5,15.99
T043,Reports,119,3,1.0,14.3,52.9,4.66
T373,Orders,144,29,3.2,63.3,100.2,22.71
T345,Reports,131,16,1.8,79.2,91.0,13.65
T222,Dashboard,68,9,4.6,52.1,6.4,12.86
T334,Payments,124,6,4.6,44.4,47.5,15.03
T454,Search,50,22,3.3,97.9,76.5,12.76
T389,Reports,108,19,3.7,16.4,111.5,16.2
T076,Orders,71,29,1.3,66.7,66.7,15.44
T394,Dashboard,92,12,3.8,,30.6,8.47
T474,Login,101,16,1.1,13.2,28.4,12.18
T433,Reports,66,16,2.1,,36.1,14.23
T166,Reports,39,29,2.5,50.0,65.8,18.47
T357,Notifications,27,11,3.1,63.8,80.8,9.04
T141,Inventory,127,26,2.8,51.9,51.9,19.91
T387,Login,114,11,3.5,82.8,90.5,11.82
T041,Orders,21,4,3.2,36.6,22.9,1.0
T353,Login,118,13,2.8,65.7,94.9,17.82
